"musicbrainz_recording_id","artist","track","album","musicbrainz_artist","final_tags"
"2f8545af-1790-40c7-9b26-ec75e496a3db",Beyoncé,SUMMER RENAISSANCE,RENAISSANCE,Beyoncé,"[""pop"", ""electronic-funk-disco-dance""]"
"2fa3a91f-69d6-4c1b-a971-6f3641c82120",Lana Del Rey,California,Norman Fucking Rockwell!,Lana Del Rey,"[""pop"", ""rock-metal-psychedelic""]"
"2fd7149a-8023-4c43-81d6-bd4b0ac5a6d8",Ariana Grande,love language,Positions,Ariana Grande,"[""blues-r&b-soul"", ""pop"", ""electronic-funk-disco-dance"", ""folk-classical-country-jazz""]"
"3004682d-7f25-4879-b24b-19f0479dfbd6",The Beatles,I Saw Her Standing There,Please Please Me,The Beatles,"[""rock-metal-psychedelic""]"
"30786ddd-b4c2-4b80-8fea-aabd05b4f7fb",SZA,Garden (Say It Like Dat),Ctrl,SZA,"[""blues-r&b-soul"", ""hip_hop-rap"", ""electronic-funk-disco-dance""]"
"307f9077-a6f7-4ac8-869e-2b92ed5c97c2",Travis Scott,PARASAIL,UTOPIA,Travis Scott,"[""hip_hop-rap"", ""pop""]"
"30949eea-c017-4da2-88d7-6fe7be5aecac","50 Cent",Ski Mask Way,The Massacre,"50 Cent","[""hip_hop-rap""]"
"30b3d1a1-03a5-45c6-a75a-4cf01c500e60",Maroon 5,Secret,Songs About Jane,Maroon 5,"[""pop"", ""rock-metal-psychedelic""]"
"3125b023-6a45-4a68-98ec-a88634866983",Harry Styles,Sign of the Times,Harry Styles,Harry Styles,"[""rock-metal-psychedelic"", ""pop""]"
"3165428a-a0a5-477f-8926-0e8c364eee14",Luke Bryan,Fast,Kill the Lights,Luke Bryan,"[""folk-classical-country-jazz""]"
"31865c23-d609-4ca9-957c-73badb3b4529",Ariana Grande,Into You,Dangerous Woman,Ariana Grande,"[""pop"", ""electronic-funk-disco-dance""]"
"31bfea26-0d56-4c74-94f5-926cf0566680",Kanye West,Get Em High,The College Dropout,Ye,"[""hip_hop-rap""]"
"31c0e5f2-fbdc-43ea-b6f9-126fd19a7817",The Beatles,A Taste of Honey,Please Please Me,The Beatles,"[""rock-metal-psychedelic"", ""pop""]"
"32302363-0617-4e82-a75f-d0648825ec5f",Frank Ocean,Fertilizer,channel ORANGE,Frank Ocean,"[""hip_hop-rap"", ""blues-r&b-soul""]"
"32669d0f-49e8-413a-bd81-c15788f8984a",Demi Lovato,Skyscraper,Unbroken,Demi Lovato,"[""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"32b377a5-34d1-4bf0-aff1-93caf44ce9c4",Taylor Swift,Change,Fearless,Taylor Swift,"[""folk-classical-country-jazz"", ""opera-musical-theater-soundtrack-vocal-a_cappella"", ""pop""]"
"338de6d0-81a3-4e3c-859f-148c20204d97",Maroon 5,Ladykiller,Overexposed,Maroon 5,"[""pop"", ""rock-metal-psychedelic"", ""electronic-funk-disco-dance""]"
"3393af70-94d3-4d94-aacd-af2e973ee458",Harry Styles,Music for a Sushi Restaurant,Harry’s House,Harry Styles,"[""pop"", ""rock-metal-psychedelic""]"
"3396b34a-ad1d-448b-88f1-7ddce36abc7a",Kacey Musgraves,Blowin' Smoke,Same Trailer Different Park,Kacey Musgraves,"[""folk-classical-country-jazz""]"
"33a30cce-7de8-4265-a5b4-2c13085b7340",Pyotr Ilyich Tchaikovsky,Dance of the Sugar Plum Fairy,The Nutcracker Suite,Пётр Ильич Чайковский,"[""folk-classical-country-jazz""]"
"33af7793-a23e-4002-ab1b-28097bb00d11",Billy Joel,The Stranger,The Stranger,Billy Joel,"[""rock-metal-psychedelic"", ""pop""]"
"33e4d394-fd59-48a9-9b70-249eb767eeb9",One Direction,Olivia,Made in the A.M.,One Direction,"[""pop"", ""folk-classical-country-jazz"", ""electronic-funk-disco-dance""]"
"3436cfd9-1e77-4355-9311-1d19e79e0d9c",Beyoncé,SPAGHETTII,COWBOY CARTER,Beyoncé,"[""hip_hop-rap""]"
"346c5920-4b36-4472-9447-139d2c9e4560",Travis Scott,"5% TINT",ASTROWORLD,Travis Scott,"[""hip_hop-rap"", ""opera-musical-theater-soundtrack-vocal-a_cappella"", ""rock-metal-psychedelic""]"
"312d4f9b-7230-4d59-b642-bcf5b20edac1",Kendrick Lamar,Lust,DAMN.,Kendrick Lamar,"[""others""]"
"34b5e938-5d4c-40ef-acb4-e8bb8c386d58",Luke Bryan,Knockin' Boots,Born Here Live Here Die Here,Luke Bryan,"[""folk-classical-country-jazz"", ""electronic-funk-disco-dance""]"
"35181f72-868e-4298-b516-ac6c4c75652f",Rihanna,What Now,Unapologetic,Rihanna,"[""pop""]"
"3630fe80-36e2-439c-a7f9-83a5a283a5ed",Beyoncé,VIRGO'S GROOVE,RENAISSANCE,Beyoncé,"[""electronic-funk-disco-dance"", ""blues-r&b-soul"", ""pop""]"
"3632305b-f08f-4057-8595-c150bf2c2f0c",Billy Joel,Rosalinda's Eyes,"52nd Street",Billy Joel,"[""rock-metal-psychedelic""]"
"363b2590-63b0-4ea4-894a-a89f4db3207e",Travis Scott,WHO? WHAT!,ASTROWORLD,Travis Scott,"[""hip_hop-rap""]"
"367bef76-5b13-45dc-b755-e78f6b823030",Justin Bieber,The Feeling,Purpose,Justin Bieber,"[""pop"", ""electronic-funk-disco-dance""]"
"3681e10c-2e36-43bc-b974-64de5051694f",Dr. Dre,Fuck Wit Dre Day (And Everybody's Celebratin'),The Chronic,Dr. Dre,"[""hip_hop-rap""]"
"36c6f7be-fbd5-4ca3-a8e9-f8dc4727fd7c",Chris Stapleton,Outlaw State of Mind,Traveller,Chris Stapleton,"[""folk-classical-country-jazz""]"
"36d0756b-58ef-425e-9b88-f9848718b9ce",Radiohead,Motion Picture Soundtrack,Kid A,Radiohead,"[""electronic-funk-disco-dance""]"
"36ee6c34-5aa7-4dd0-a79e-b2da8986a8e8",Ariana Grande,I Don't Care,Dangerous Woman,Ariana Grande,"[""blues-r&b-soul"", ""hip_hop-rap""]"
"37481dc0-06d8-4d8f-a56f-ee67b8d089b5",Justin Bieber,All in It,Purpose,Justin Bieber,"[""hip_hop-rap"", ""electronic-funk-disco-dance"", ""blues-r&b-soul""]"
f6b6b87a-6146-4b10-a917-c1eb097800e6,Miley Cyrus,Plastic Hearts,Plastic Hearts,Miley Cyrus,"[""pop"", ""rock-metal-psychedelic""]"
"29bba3c4-58a2-4465-a5a6-4f9f526376d6",Peter Cat Recording Co.,Remain in Me,Bismillah,Peter Cat Recording Co.,"[""others""]"
"3757fa89-a6b2-44cf-8493-a2d0e87db82a",Harry Styles,Meet Me in the Hallway,Harry Styles,Harry Styles,"[""rock-metal-psychedelic"", ""folk-classical-country-jazz""]"
"375ccd95-4ae0-4463-8f8f-bc1c64ff479f",Ariana Grande,pov,Positions,Ariana Grande,"[""blues-r&b-soul"", ""pop""]"
"37ab8dfb-f868-4a94-be36-a2e203fad98c",Beyoncé,CHURCH GIRL,RENAISSANCE,Beyoncé,"[""electronic-funk-disco-dance"", ""hip_hop-rap"", ""blues-r&b-soul""]"
"37d90223-e343-449d-ac1d-896c9f5b280b",Madison Beer,Baby,Life Support,Madison Beer,"[""pop""]"
"3813580a-be75-41ad-b7ec-d3f7e4c74f05",Frank Ocean,White,channel ORANGE,Frank Ocean,"[""blues-r&b-soul"", ""folk-classical-country-jazz""]"
"038ffd68-09f6-4476-a7a9-fb393ea61564",Kanye West,Touch the Sky,Late Registration,Ye,"[""hip_hop-rap""]"
"38314ee4-fbe7-4572-9009-f8ea1bb4b131",Dua Lipa,These Walls,Radical Optimism,Dua Lipa,"[""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"389c8aa9-8447-4878-bb4b-3211375f1324",Taylor Swift,Sparks Fly,Speak Now,Taylor Swift,"[""folk-classical-country-jazz"", ""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"38f43b95-0afb-487f-8065-7b5e1c3c200c",Harry Styles,Cherry,Fine Line,Harry Styles,"[""pop"", ""folk-classical-country-jazz"", ""rock-metal-psychedelic""]"
"39973f6c-4d2f-4683-947c-10f74f909cfe",Lana Del Rey,Dark Paradise,Born to Die,Lana Del Rey,"[""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"39a5b7f5-f79d-491f-9003-cf88e615f220",Lana Del Rey,Norman fucking Rockwell,Norman Fucking Rockwell!,Lana Del Rey,"[""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"3a5ad488-aee0-43c8-b011-5d57b0e00287",Kanye West,I'll Fly Away,The College Dropout,Ye,"[""hip_hop-rap""]"
"3a80a7f9-ef48-40c3-80d6-db8f1f7a9249",Kanye West,We Don't Care,The College Dropout,Ye,"[""hip_hop-rap""]"
"3a8f3674-32e1-4c5d-8fb9-d7e3b18f446f",Shawn Mendes,Hold On,Illuminate,Shawn Mendes,"[""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"3b26db03-6eb1-4980-aad7-ec682773b927",Kendrick Lamar,Element,DAMN.,Kendrick Lamar,"[""others""]"
"3b5f19ce-2308-40a5-b73f-d600bc765b59",Chris Stapleton,Watch You Burn,Starting Over,Chris Stapleton,"[""folk-classical-country-jazz"", ""rock-metal-psychedelic""]"
"3c8d6f8e-4712-4ced-9b77-0f921f9e1c54",The Beatles,Ask Me Why,Please Please Me,The Beatles,"[""rock-metal-psychedelic"", ""pop""]"
"3cafa807-62d6-4a07-aaa1-1b6ff0be9f7e",SZA,Go Gina,Ctrl,SZA,"[""blues-r&b-soul"", ""folk-classical-country-jazz""]"
"3cd7f392-cf14-4e86-a8fc-eaee832b31e4",Beyoncé,ALLIIGATOR TEARS,COWBOY CARTER,Beyoncé,"[""blues-r&b-soul""]"
"3d18207d-b1ec-4a2e-9932-eacfdc6a8d5c",Pyotr Ilyich Tchaikovsky,Russian Dance,The Nutcracker Suite,Пётр Ильич Чайковский,"[""folk-classical-country-jazz""]"
"3d2ab201-2f0f-483e-baeb-8d79af95dd73",Kacey Musgraves,Lonely Weekend,Golden Hour,Kacey Musgraves,"[""pop"", ""folk-classical-country-jazz"", ""rock-metal-psychedelic"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"3d381f93-3cb5-4875-870f-647d7ee93fd5",SZA,Normal Girl,Ctrl,SZA,"[""rock-metal-psychedelic"", ""pop"", ""blues-r&b-soul""]"
"3d46340b-2531-499c-927d-1385175a2db4",One Direction,History,Made in the A.M.,One Direction,"[""pop""]"
"3d48d56d-edff-4d62-abe0-92d029a5c233",Ariana Grande,make up,"thank u, next",Ariana Grande,"[""blues-r&b-soul"", ""hip_hop-rap"", ""pop""]"
"3d57c263-f827-4e71-b24d-7420e16aa18d",Taylor Swift,Forever & Always,Fearless,Taylor Swift,"[""folk-classical-country-jazz"", ""opera-musical-theater-soundtrack-vocal-a_cappella"", ""pop""]"
"3de1bf3c-f779-4024-b5f5-a8ffe833425f",Taylor Swift,Speak Now,Speak Now,Taylor Swift,"[""folk-classical-country-jazz"", ""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"3df16fd5-7659-4703-9d8b-98b177df26e6",Dr. Dre,Ackrite,"2001",Dr. Dre,"[""hip_hop-rap""]"
"3e19b1a8-9680-421a-95d9-7b43b1943eb2",Justin Bieber,Get Used to It,Purpose,Justin Bieber,"[""pop"", ""electronic-funk-disco-dance""]"
"3e338646-91ac-4840-ade7-81809b44a770",The Beatles,Lucy in the Sky With Diamonds,Sgt. Pepper's Lonely Hearts Club Band,The Beatles,"[""rock-metal-psychedelic""]"
"3e341bc1-16e2-43e3-adf5-d7a8c2059b0d",Frank Ocean,Nights,Blonde,Frank Ocean,"[""blues-r&b-soul"", ""pop""]"
"3e81a39c-de08-4245-9ab7-bc21ee0b07c3",Beyoncé,RIIVERDANCE,COWBOY CARTER,Beyoncé,"[""folk-classical-country-jazz"", ""pop"", ""blues-r&b-soul""]"
"3e958eeb-f30b-4b32-b5b3-03bfcc66c4fa",Lady Gaga,How Bad Do U Want Me,MAYHEM,Lady Gaga,"[""pop"", ""electronic-funk-disco-dance""]"
"9235495c-bd82-4d2a-ae59-2921ec0d35b4",Peter Cat Recording Co.,Vishnu <3,Bismillah,Peter Cat Recording Co.,"[""others""]"
"43af742c-c298-4e4b-b750-989e544a26a5",Harry Styles,Falling,Fine Line,Harry Styles,"[""pop"", ""rock-metal-psychedelic"", ""blues-r&b-soul""]"
"3ec43616-c0f4-4100-82e0-973a67705f6a",Sabrina Carpenter,Paris,Singular Act I,Sabrina Carpenter,"[""pop""]"
"407427a6-ecdb-47e5-8e40-6b1536f47593",Travis Scott,HOUSTONFORNICATION,ASTROWORLD,Travis Scott,"[""hip_hop-rap"", ""pop""]"
"4078e8ff-4663-461c-8c5c-acd134baaa50",Lady Gaga,Replay,Chromatica,Lady Gaga,"[""pop"", ""electronic-funk-disco-dance""]"
"409eef7e-e80f-4d80-90b3-a27cf256f523",Shawn Mendes,Treat You Better,Illuminate,Shawn Mendes,"[""pop""]"
"40ab29f7-f8a0-4838-a562-4a62ed8f447c",Chris Stapleton,Sometimes I Cry,Traveller,Chris Stapleton,"[""folk-classical-country-jazz"", ""rock-metal-psychedelic""]"
"40de2945-dca3-4814-a1c0-57e9d4e11642",Ariana Grande,no tears left to cry,Sweetener,Ariana Grande,"[""pop"", ""electronic-funk-disco-dance""]"
"4101573a-72b9-41e5-bf2d-13b7fe040ff7",Justin Bieber,We Are,Purpose,Justin Bieber,"[""hip_hop-rap"", ""pop"", ""blues-r&b-soul""]"
fab07356-8499-49fc-b55a-43de133478b6,"50 Cent",Position Of Power,The Massacre,"50 Cent","[""hip_hop-rap""]"
"4172d4e5-a438-4c1d-b2cd-ddcd581131a1",Justin Bieber,Peaches,Justice,Justin Bieber,"[""rock-metal-psychedelic"", ""hip_hop-rap"", ""pop"", ""blues-r&b-soul""]"
"7ff79ccb-ec17-4976-8d7c-a75badfeffc7",Tdf,Fried,CULTURE,tdf,"[""others""]"
"19d77e75-6677-439d-8472-dcb9d78b18b1",Tdf,Swervo,CULTURE,tdf,"[""others""]"
"419a5897-df3a-4db2-aa8c-f6903f248441",AC/DC,Hells Bells,Back in Black,AC/DC,"[""rock-metal-psychedelic""]"
"41aad600-b29c-403c-bb8d-f84a8af48f38",The Beatles,Ask Me Why,Please Please Me,The Beatles,"[""rock-metal-psychedelic"", ""pop""]"
"41ac94c5-c105-4865-acfd-019a3395778f",Maroon 5,The Man Who Never Lied,Overexposed,Maroon 5,"[""pop""]"
"41b99346-0cfe-4695-9f69-692b9c6fd7e0",Madison Beer,Nothing Matters But You,Silence Between Songs,Madison Beer,"[""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"41bce2e0-8af9-4970-868f-a5c808460a41",Chris Stapleton,Nobody to Blame,Traveller,Chris Stapleton,"[""folk-classical-country-jazz"", ""rock-metal-psychedelic""]"
"41dbd6b7-b74b-43c7-a1fa-57d2b034291b",ONEWE,Parting,GRAVITY,ONEWE,"[""pop""]"
"4226de6c-1e88-44a8-aee2-2bb3732e317f",Kanye West,Breathe In Breathe Out,The College Dropout,Ye,"[""hip_hop-rap""]"
"423bf628-f4bb-4074-9c0f-8e02df353377","50 Cent","21 Questions",Get Rich or Die Tryin’,"50 Cent","[""hip_hop-rap""]"
"428cef20-e5fc-478c-948f-fda7797e698c",Kanye West,Bring Me Down,Late Registration,Ye,"[""hip_hop-rap"", ""blues-r&b-soul""]"
"42bdaa08-bbd4-4741-8725-18da146bc761",Taylor Swift,Back to December,Speak Now,Taylor Swift,"[""folk-classical-country-jazz"", ""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"42bdde78-259c-47eb-b69f-151e3b42bf2b",Harry Styles,"Sunflower, Vol. 6",Fine Line,Harry Styles,"[""pop"", ""rock-metal-psychedelic""]"
"42c9b060-5ff0-405e-9cd3-15819ebd8b84",Dua Lipa,Whatcha Doing,Radical Optimism,Dua Lipa,"[""electronic-funk-disco-dance"", ""pop""]"
"03632781-7a52-450b-b56b-b147ea06411a",Frank Ocean,Facebook Story,Blonde,Frank Ocean,"[""others""]"
"033b9896-629a-4722-87f6-6e4ca5d74b89",Miley Cyrus,WTF Do I Know,Plastic Hearts,Miley Cyrus,"[""rock-metal-psychedelic"", ""pop""]"
"0340c9e5-3edf-4970-91c2-b0eda6dbac0e",Chris Stapleton,Second One to Know,From A Room: Volume 1,Chris Stapleton,"[""rock-metal-psychedelic""]"
"03510dcb-0a80-4aac-ac11-baf75dddfd17",Travis Scott,MELTDOWN,UTOPIA,Travis Scott,"[""hip_hop-rap""]"
"430888c5-e38c-4b59-ab84-75f2cd9edf3e",Ariana Grande,needy,"thank u, next",Ariana Grande,"[""pop"", ""blues-r&b-soul""]"
"4511de92-75d3-420e-b819-202825d28d14",Luke Bryan,I See You,Crash My Party,Luke Bryan,"[""folk-classical-country-jazz""]"
"4526a024-0c89-48bd-a9ba-220239be77f4",Peter Cat Recording Co.,I'm This,Bismillah,Peter Cat Recording Co.,"[""folk-classical-country-jazz"", ""rock-metal-psychedelic""]"
"036892d0-355c-4436-bb06-47e9f235e4b2",SZA,Far,SOS,SZA,"[""blues-r&b-soul"", ""electronic-funk-disco-dance""]"
"0373d146-0f84-453d-9704-4873d001b024",Maroon 5,This Love,Songs About Jane,Maroon 5,"[""pop"", ""rock-metal-psychedelic""]"
"45dfdbc9-e4fe-4ed7-b274-371dc839f191",One Direction,Perfect,Made in the A.M.,One Direction,"[""pop""]"
"4643da60-5491-4c21-8b9c-b2fae2829f4e",Chris Stapleton,Arkansas,Starting Over,Chris Stapleton,"[""folk-classical-country-jazz"", ""rock-metal-psychedelic""]"
"467dbbbb-bd40-4551-a512-55291e3b0dc4",Dr. Dre,Let's Get High,"2001",Dr. Dre,"[""hip_hop-rap""]"
"46fe5182-3fbe-454f-b221-563129349c8a",Ariana Grande,God is a woman,Sweetener,Ariana Grande,"[""pop"", ""hip_hop-rap"", ""blues-r&b-soul""]"
"4716f368-bc74-42a2-999b-97fa52185824",Justin Bieber,Company,Purpose,Justin Bieber,"[""pop"", ""electronic-funk-disco-dance"", ""blues-r&b-soul""]"
"47a9c2be-2a7b-4f39-8af5-b89eec223656",Taylor Swift,peace,folklore,Taylor Swift,"[""folk-classical-country-jazz"", ""blues-r&b-soul""]"
"47cec079-ff5b-4724-9519-ce92a6b84172",Harry Styles,Boyfriends,Harry’s House,Harry Styles,"[""folk-classical-country-jazz"", ""pop"", ""rock-metal-psychedelic""]"
"47cf78d5-b939-431d-b66c-606f7bdd1be8",Justin Bieber,Children,Purpose,Justin Bieber,"[""pop"", ""electronic-funk-disco-dance""]"
"4807e1a1-8766-44e3-9884-e586d7a45ef8",Dr. Dre,The Day the Niggaz Took Over,The Chronic,Dr. Dre,"[""hip_hop-rap""]"
"48180fea-baad-4a13-bcbc-cbb524d6ee1d",One Direction,Ready to Run,FOUR,One Direction,"[""pop"", ""rock-metal-psychedelic""]"
"483e500c-d013-45c4-aecc-fb99de589927",Luke Bryan,Beer in the Headlights,Crash My Party,Luke Bryan,"[""folk-classical-country-jazz""]"
"9e7638f2-d14d-45c2-be66-97bde17f67ce",Tdf,Cassava Leaf,CULTURE,tdf,"[""others""]"
"89a7d68b-c416-4f1f-969e-9ae5ab79c987",Tdf,Make It Work,CULTURE,tdf,"[""others""]"
"2bd647e5-6bc3-4381-b0c3-63d4a8730e5c",Tdf,Hope You Know,CULTURE,tdf,"[""others""]"
"48c1fe97-a685-4317-88b1-3141de4ab6b6",Rihanna,Diamonds,Unapologetic,Rihanna,"[""pop"", ""blues-r&b-soul""]"
"48d89dce-c872-44c3-9d4d-00cfe966382f",One Direction,Hey Angel,Made in the A.M.,One Direction,"[""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"49b5328d-71f5-4216-887b-990923b9cc65",Ariana Grande,six thirty,Positions,Ariana Grande,"[""blues-r&b-soul"", ""hip_hop-rap"", ""pop""]"
"49dc49ff-158d-4690-b9a1-2237dd2f58c2",Lady Gaga,The Beast,MAYHEM,Lady Gaga,"[""pop"", ""rock-metal-psychedelic""]"
"49f1be85-98b9-4804-b386-d950325fe668",Taylor Swift,the 1,folklore,Taylor Swift,"[""folk-classical-country-jazz"", ""pop""]"
"4a1ecb54-2d42-483d-a2e9-db2694baa4c4",Rihanna,Desperado,Anti,Rihanna,"[""blues-r&b-soul"", ""hip_hop-rap""]"
"4a38adb7-e990-4aec-9f3f-f2a4ebd5290c",Lady Gaga,Zombieboy,MAYHEM,Lady Gaga,"[""electronic-funk-disco-dance"", ""pop""]"
"4abb7b36-39a8-4984-a77f-7de0e375f36b",Kacey Musgraves,Follow Your Arrow,Same Trailer Different Park,Kacey Musgraves,"[""folk-classical-country-jazz"", ""pop""]"
"4b950a64-ac7f-4344-a833-f000acf882cd",Beyoncé,MY ROSE,COWBOY CARTER,Beyoncé,"[""blues-r&b-soul"", ""folk-classical-country-jazz"", ""pop""]"
"53b65435-e373-4f8a-9fe5-08010a035db3",Beyoncé,All Night,Lemonade,Beyoncé,"[""blues-r&b-soul""]"
"4bc19915-1a04-4501-b1d5-71815d1c2af3",Dua Lipa,Maria,Radical Optimism,Dua Lipa,"[""pop"", ""electronic-funk-disco-dance"", ""blues-r&b-soul""]"
"4be856c6-5b96-47a2-8eb9-c144764585eb",The Beatles,And I Love Her,A Hard Day's Night,The Beatles,"[""rock-metal-psychedelic"", ""pop""]"
"039326dc-e853-4de8-84c5-dd91c31d4256",Frank Ocean,Self Control,Blonde,Frank Ocean,"[""blues-r&b-soul"", ""pop""]"
"4c8ed1ab-226d-4067-a0a0-30ed090ac9fd",Kacey Musgraves,gracias a la vida,star-crossed,Kacey Musgraves,"[""folk-classical-country-jazz"", ""rock-metal-psychedelic""]"
"4c91a2e2-a9d5-4d6e-beae-a32c93ea5524",Luke Bryan,Love It Gone,Kill the Lights,Luke Bryan,"[""folk-classical-country-jazz""]"
"4c9e0bf0-9d01-479b-95d6-277d4edf92dd",Demi Lovato,In Real Life,Unbroken,Demi Lovato,"[""pop"", ""blues-r&b-soul"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"4cb21af9-250d-46d1-8f39-5d4dac83012c",Justin Bieber,Habitual,Changes,Justin Bieber,"[""blues-r&b-soul"", ""hip_hop-rap""]"
"4cce037b-4143-4505-99a5-e1ded6402950",Taylor Swift,Enchanted,Speak Now,Taylor Swift,"[""folk-classical-country-jazz"", ""pop""]"
"4cfdf7a5-6530-4fe8-ae1e-c52f323e2424",SZA,Kill Bill,SOS,SZA,"[""pop"", ""electronic-funk-disco-dance"", ""blues-r&b-soul""]"
"4d35deab-776b-449c-8cae-0ba0aebbd332",Miley Cyrus,Hate Me,Plastic Hearts,Miley Cyrus,"[""pop"", ""rock-metal-psychedelic""]"
"4d4552ba-7c48-4a34-86dd-082039463477",Dua Lipa,French Exit,Radical Optimism,Dua Lipa,"[""pop"", ""electronic-funk-disco-dance""]"
"4d49594b-2a3e-4116-b681-4d064a73bbff",SZA,Too Late,SOS,SZA,"[""hip_hop-rap"", ""electronic-funk-disco-dance"", ""pop""]"
"4d5e122b-c3d1-4fbe-81a5-d8fa94cf1764",Ludwig van Beethoven,Andante Con Moto,Symphony No. 5,Ludwig van Beethoven,"[""folk-classical-country-jazz""]"
"4d70bf9d-8f2e-44f0-a33b-d8eb3016b87f",AC/DC,Love Hungry Man,Highway to Hell,AC/DC,"[""rock-metal-psychedelic""]"
"4d88e2cf-c201-4563-a962-093bb8ea6aa2",Taylor Swift,this is me trying,folklore,Taylor Swift,"[""folk-classical-country-jazz"", ""pop""]"
"4dc87a59-947a-4a5a-861b-26659ca61479",Taylor Swift,Lavender Haze,Midnights,Taylor Swift,"[""pop""]"
"4dcea7a0-4ca0-4190-a85d-d4944e5e5420",Kendrick Lamar,Alright,To Pimp a Butterfly,Kendrick Lamar,"[""hip_hop-rap""]"
"4e5937a1-c276-427d-8d50-b788f4245c73",Camila Cabello,Consequences,Camila,Camila Cabello,"[""pop""]"
"4ecdebc0-ae18-4c56-b81e-63583a984f40",Camila Cabello,All These Years,Camila,Camila Cabello,"[""pop"", ""blues-r&b-soul""]"
"4f33a13f-e3c7-4193-9145-767bb11f51d4",Frank Ocean,Pink Matter,channel ORANGE,Frank Ocean,"[""blues-r&b-soul""]"
"4f897c19-4fe5-43c0-ba4b-4bd89bf95fe5",Madison Beer,At Your Worst,Silence Between Songs,Madison Beer,"[""pop"", ""folk-classical-country-jazz""]"
"4fb2920b-76cd-4414-a6d7-4abdbbccf9aa",The Beatles,Boys,Please Please Me,The Beatles,"[""rock-metal-psychedelic"", ""pop""]"
"4fcac86f-87db-4c6c-acef-90a5d6e64f97",Madison Beer,Showed Me (How I Fell in Love with You),Silence Between Songs,Madison Beer,"[""pop"", ""blues-r&b-soul""]"
"4fcaf553-e157-4b83-ab14-1072dceb2df8",Luke Bryan,Shut It Down,Crash My Party,Luke Bryan,"[""folk-classical-country-jazz""]"
"87722ca0-f618-47e5-9bbf-f561c3eda343",Tdf,What You Said,CULTURE,tdf,"[""others""]"
"4fd6c68b-c83a-40f2-b8ce-f4640a469256",Taylor Swift,Fifteen,Fearless,Taylor Swift,"[""folk-classical-country-jazz"", ""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"505e3436-7045-4a4b-965b-033d64da41e5",AC/DC,Back in Black,Back in Black,AC/DC,"[""rock-metal-psychedelic""]"
"4ff945f7-046c-4ad7-a42a-0a45dfee2a29",Harry Styles,Keep Driving,Harry’s House,Harry Styles,"[""pop"", ""rock-metal-psychedelic""]"
fdd3fe1e-9680-46da-918c-fca8360ad55e,Harry Styles,Treat People With Kindness,Fine Line,Harry Styles,"[""pop"", ""rock-metal-psychedelic""]"
"500c8f56-a7dc-4329-a3ab-19210d7ab319","50 Cent",Life's on the Line,Get Rich or Die Tryin’,"50 Cent","[""hip_hop-rap""]"
"5073c6d3-09c5-466d-baf1-20acd2e57129","50 Cent",Gotta Make It To Heaven,Get Rich or Die Tryin’,"50 Cent","[""hip_hop-rap""]"
"50eb2f6b-e833-4a78-bbc8-17d1af2f73fc","50 Cent",Intro,The Massacre,"50 Cent","[""hip_hop-rap""]"
"51a0aed3-7311-4493-bf56-d1780c1a0275",Camila Cabello,Never Be the Same,Camila,Camila Cabello,"[""pop""]"
"520d21f6-695c-4c38-903a-3558d7e942b9",Justin Bieber,Yummy,Changes,Justin Bieber,"[""rock-metal-psychedelic"", ""blues-r&b-soul"", ""pop"", ""hip_hop-rap""]"
"529128c9-8543-413d-9e44-6603c355ea66",Shawn Mendes,When You're Ready,Shawn Mendes,Shawn Mendes,"[""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"52ad8b4d-d0fd-4f61-9242-fe019da375ff",Ariana Grande,Thinking Bout You,Dangerous Woman,Ariana Grande,"[""pop"", ""blues-r&b-soul""]"
"52f108e2-79cc-4f01-aaf2-3658ee5a8652",Madison Beer,BOYSHIT,Life Support,Madison Beer,"[""pop"", ""electronic-funk-disco-dance""]"
"03b007d9-0b39-4ddc-9e12-397cc08778a7",Justin Bieber,Confirmation,Changes,Justin Bieber,"[""blues-r&b-soul"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"53171a70-bb57-4f2c-a318-6d60524505d0","50 Cent",Get In My Car,The Massacre,"50 Cent","[""hip_hop-rap""]"
"53193795-b0b4-40f9-816c-21dabf4d9be7",Harry Styles,Woman,Harry Styles,Harry Styles,"[""rock-metal-psychedelic""]"
"53c9d7d3-bdfb-4fc0-bb2a-1144ab406e97",Kacey Musgraves,Rainbow,Golden Hour,Kacey Musgraves,"[""folk-classical-country-jazz"", ""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
